"cutomer_id","order_id","product_id","product_qty","order_date","order_time"
"BJF-99781","AOB-9966","93-389-3317",2,2024-03-30,13:04:19
"BJF-99781","AOB-9966","26-495-3229",3,2024-03-30,13:04:19
"ZQL-96692","AOH-5650","04-337-2891",2,2024-02-14,23:03:19
"ZQL-96692","AOH-5650","32-560-6530",1,2024-02-14,23:03:19
"AHJ-12824","AQM-0605","84-259-0089",1,2023-09-18,15:04:56
"AHJ-12824","AQM-0605","70-312-2856",2,2023-09-18,15:04:56
"AHJ-12824","AQM-0605","11-587-1855",3,2023-09-18,15:04:56
"KGG-31668","AQM-2066","46-086-5000",2,2024-03-01,20:22:40
"KGG-31668","AQM-2066","21-390-3483",1,2024-03-01,20:22:40
"KGG-31668","AQM-2066","58-218-5580",2,2024-03-01,20:22:40
"AHJ-34602","AQM-8144","69-975-9572",3,2023-09-28,20:02:27
"AHJ-34602","AQM-8144","26-495-3229",1,2023-09-28,20:02:27
"OMY-58623","AQM-9075","89-544-1101",3,2023-12-13,05:38:05
"ILK-79470","AQQ-3884","99-653-8059",3,2024-02-06,13:11:10
"ILK-79470","AQQ-3884","36-966-7799",1,2024-02-06,13:11:10
"FSD-17874","AQQ-5504","52-977-0407",2,2023-06-10,04:25:02
"FSD-17874","AQQ-5504","03-473-1590",3,2023-06-10,04:25:02
"JCD-49823","AQY-5450","12-586-9635",3,2023-09-11,21:24:33
"GEN-42720","AQY-6898","92-705-9273",2,2023-07-21,15:34:34
"GEN-42720","AQY-6898","12-586-9635",2,2023-07-21,15:34:34
"GVE-88512","ARO-8544","63-429-3981",1,2024-01-15,03:35:58
"GVE-88512","ARO-8544","17-976-5960",2,2024-01-15,03:35:58
"GVE-88512","ARO-8544","33-714-5807",1,2024-01-15,03:35:58
"KDY-34831","ARO-9201","55-853-1910",1,2023-08-12,23:01:14
"KDY-34831","ARO-9201","28-886-7662",3,2023-08-12,23:01:14
"AOY-81142","ASL-2040","77-841-8220",2,2023-08-21,18:05:43
"AOY-81142","ASL-2040","97-311-8960",1,2023-08-21,18:05:43
"AXT-62647","ASL-8773","82-449-1798",1,2023-07-27,19:02:15
"ECY-19008","ASS-1835","18-286-7409",1,2023-06-13,05:07:11
"ECY-19008","ASS-1835","86-211-9441",1,2023-06-13,05:07:11
"FNB-55327","ASS-7428","81-331-4946",2,2023-07-05,11:12:41
"PME-65620","AUC-6320","92-408-4906",1,2024-01-29,04:38:39
"KVB-79323","AUC-7002","33-448-1950",2,2024-03-21,19:05:20
"KVB-79323","AUC-7002","97-663-4331",3,2024-03-21,19:05:20
"KVB-79323","AUC-7002","32-169-1593",2,2024-03-21,19:05:20
"MDA-39179","AVE-7699","31-879-2034",2,2023-12-11,08:06:55
"MDA-39179","AVE-7699","50-596-4877",3,2023-12-11,08:06:55
"MDA-39179","AVE-7699","12-973-7202",3,2023-12-11,08:06:55
"RLD-23191","AVE-8971","81-646-9734",1,2023-08-23,13:06:05
"XYR-46722","AVG-6526","84-149-1094",1,2024-03-06,00:19:24
"QDW-39457","AVG-7606","20-556-3674",2,2023-07-02,07:38:59
"QDW-39457","AVG-7606","19-853-5001",3,2023-07-02,07:38:59
"KNT-07817","AVH-7016","88-462-2369",3,2023-12-18,06:25:39
"KNT-07817","AVH-7016","55-030-1575",2,2023-12-18,06:25:39
"PCN-85238","AVH-8821","18-286-7409",3,2024-03-30,04:19:48
"PCN-85238","AVH-8821","43-612-9451",2,2024-03-30,04:19:48
"SOJ-27421","AYK-2917","89-330-8496",1,2024-03-24,22:10:33
"SOJ-27421","AYK-2917","08-100-0817",3,2024-03-24,22:10:33
"XIO-34283","AYT-4578","97-849-4693",2,2023-08-06,02:03:09
"XIO-34283","AYT-4578","95-690-3184",2,2023-08-06,02:03:09
"PTQ-84464","AYT-6177","11-557-8244",3,2023-10-20,18:56:28
"PTQ-84464","AYT-6177","09-112-5557",1,2023-10-20,18:56:28
"JLM-75527","AYV-4333","87-867-8409",3,2024-02-15,16:06:09
"GJS-06694","AYV-8461","35-021-8505",1,2024-03-09,08:22:39
"SDL-46841","AZJ-0233","41-354-6239",1,2023-12-15,01:09:07
"SDL-46841","AZJ-0233","58-531-1821",1,2023-12-15,01:09:07
"WTM-36992","BBD-7836","51-783-5050",2,2024-03-03,10:34:50
"WTM-36992","BBD-7836","83-109-5614",1,2024-03-03,10:34:50
"WTM-36992","BBD-7836","62-826-9766",2,2024-03-03,10:34:50
"WKT-08100","BCF-7965","73-437-1072",1,2024-01-11,21:11:41
"WKT-08100","BCF-7965","79-007-6648",2,2024-01-11,21:11:41
"PJH-52727","BCF-8202","39-155-7466",1,2023-12-29,09:57:45
"PJH-52727","BCF-8202","27-966-6139",3,2023-12-29,09:57:45
"PJH-52727","BCF-8202","29-079-4531",1,2023-12-29,09:57:45
"ZVS-42143","BCP-5980","00-495-2744",2,2023-07-06,19:34:41
"ZVS-42143","BCP-5980","93-389-3317",2,2023-07-06,19:34:41
"YIP-22314","BDI-0728","38-322-2938",3,2024-01-02,11:15:19
"YIP-22314","BDI-0728","79-655-9737",2,2024-01-02,11:15:19
"YIP-22314","BDI-0728","62-156-2167",3,2024-01-02,11:15:19
"ELY-26529","BDI-4078","53-063-5902",2,2024-01-23,12:38:06
"ELY-26529","BDI-4078","90-078-6038",2,2024-01-23,12:38:06
"GAH-23075","BDI-6549","81-208-1851",1,2023-07-13,21:52:27
"GAH-23075","BDI-6549","20-310-3444",3,2023-07-13,21:52:27
"HFI-23645","BDS-3831","14-381-7269",2,2023-06-11,10:30:01
"HFI-23645","BDS-3831","24-499-8485",2,2023-06-11,10:30:01
"FIA-58646","BDS-4345","89-827-1661",2,2023-10-25,18:51:35
"FIA-58646","BDS-4345","81-159-5022",3,2023-10-25,18:51:35
"FIA-58646","BDS-4345","83-936-4787",1,2023-10-25,18:51:35
"SQO-39829","BFO-5717","92-667-1947",2,2023-07-08,11:33:34
"SQO-39829","BFO-5717","91-948-5490",1,2023-07-08,11:33:34
"SQO-39829","BFO-5717","61-007-6823",1,2023-07-08,11:33:34
"AZJ-73183","BGB-6723","22-839-5661",3,2023-07-19,18:00:58
"AZJ-73183","BGB-6723","62-764-0133",1,2023-07-19,18:00:58
"APZ-62721","BGB-9670","12-412-3892",3,2023-10-15,04:35:58
"APZ-62721","BGB-9670","34-100-2931",2,2023-10-15,04:35:58
"GKD-77770","BGD-0906","31-258-7866",3,2023-11-09,04:34:22
"GKD-77770","BGD-0906","27-027-1722",2,2023-11-09,04:34:22
"JPF-38185","BGD-1008","77-366-9333",1,2023-06-03,21:54:15
"JPF-38185","BGD-1008","56-289-7921",3,2023-06-03,21:54:15
"PKX-19625","BGH-2064","84-431-7696",3,2024-03-24,18:29:58
"KUY-60927","BGH-7572","40-767-1323",2,2023-09-22,09:26:17
"KUY-60927","BGH-7572","63-260-2207",1,2023-09-22,09:26:17
"SPX-35317","BHW-5698","25-743-5797",2,2023-10-08,17:55:36
"UVI-08265","BJC-4381","60-629-3357",2,2024-01-11,15:47:29
"UVI-08265","BJC-4381","02-673-1337",3,2024-01-11,15:47:29
"UVI-08265","BJC-4381","47-826-2398",1,2024-01-11,15:47:29
"TND-86192","BJG-1401","94-049-5945",1,2023-12-21,17:45:02
"TND-86192","BJG-1401","71-015-1326",2,2023-12-21,17:45:02
"TND-86192","BJG-1401","62-675-6608",1,2023-12-21,17:45:02
"BFB-40374","BKA-5060","25-775-6567",2,2024-02-25,02:54:23
"BFB-40374","BKA-5060","25-623-6813",2,2024-02-25,02:54:23
"BNS-34294","BKA-7081","11-557-8244",2,2023-10-20,14:45:01
"NML-75856","BKV-1136","03-340-4549",3,2023-09-24,08:38:16
"NML-75856","BKV-1136","82-879-8442",1,2023-09-24,08:38:16
"NML-75856","BKV-1136","26-776-4481",2,2023-09-24,08:38:16
"TDK-54609","BKV-9254","13-038-3266",3,2023-06-21,02:00:00
"YBH-36909","BKW-0726","18-193-5154",3,2024-01-03,09:55:34
"YBH-36909","BKW-0726","41-743-4040",3,2024-01-03,09:55:34
"RTA-59329","BLC-3839","36-109-6627",2,2023-06-19,17:44:39
"RTA-59329","BLC-3839","67-827-3704",2,2023-06-19,17:44:39
"DKJ-08990","BLN-4803","04-695-5565",2,2023-07-03,09:23:26
"CLV-64992","BLN-5257","34-903-5924",3,2024-03-07,00:30:46
"CLV-64992","BLN-5257","73-308-3615",3,2024-03-07,00:30:46
"CLV-64992","BLN-5257","63-379-2576",1,2024-03-07,00:30:46
"SUY-32448","BMZ-1701","72-706-9892",3,2024-03-05,01:58:13
"SUY-32448","BMZ-1701","94-289-6591",3,2024-03-05,01:58:13
"NCN-86554","BMZ-4524","55-030-1575",1,2023-08-09,23:24:00
"XBA-65202","BNQ-2660","56-727-7912",2,2023-07-01,08:55:24
"XBA-65202","BNQ-2660","80-635-9373",2,2023-07-01,08:55:24
"XBA-65202","BNQ-2660","99-803-8766",1,2023-07-01,08:55:24
"DTP-46176","BNQ-6169","57-950-1710",3,2023-08-09,11:12:10
"DTP-46176","BNQ-6169","71-373-7523",3,2023-08-09,11:12:10
"DTP-46176","BNQ-6169","99-433-2917",1,2023-08-09,11:12:10
"FGB-33515","BNQ-8615","92-872-3947",1,2023-07-01,06:56:10
"KKT-52545","BNW-1398","44-270-9009",2,2024-03-09,11:55:03
"KKT-52545","BNW-1398","82-290-0169",1,2024-03-09,11:55:03
"HBP-39672","BNW-6033","47-080-5931",1,2024-03-17,02:44:00
"HBP-39672","BNW-6033","42-679-9843",3,2024-03-17,02:44:00
"TXX-30500","BOC-4216","62-880-5515",1,2024-02-03,06:57:15
"TXX-30500","BOC-4216","94-859-3628",1,2024-02-03,06:57:15
"KDS-92306","BOF-4588","28-404-9144",1,2024-02-06,09:50:06
"GUC-45683","BOF-9366","87-117-1194",2,2023-08-02,02:59:01
"GUC-45683","BOF-9366","29-611-2600",3,2023-08-02,02:59:01
"VKB-50061","BQC-6719","50-386-0005",2,2023-11-29,07:10:34
"VKB-50061","BQC-6719","14-275-1287",1,2023-11-29,07:10:34
"VKB-50061","BQC-6719","66-484-6519",2,2023-11-29,07:10:34
"ZBQ-62002","BQG-2887","82-600-5466",2,2023-08-14,00:10:15
"ZBQ-62002","BQG-2887","88-478-2068",2,2023-08-14,00:10:15
"ZBQ-62002","BQG-2887","26-969-2460",3,2023-08-14,00:10:15
"FHC-82833","BQY-4645","89-431-6610",3,2023-08-13,04:06:10
"DTZ-99095","BQY-6188","71-189-9588",2,2024-03-14,18:06:29
"DTZ-99095","BQY-6188","79-812-8067",1,2024-03-14,18:06:29
"DTZ-99095","BQY-6188","29-244-0977",2,2024-03-14,18:06:29
"MAN-10244","BSA-2556","92-488-4205",1,2023-12-24,05:26:12
"IDV-44801","BSA-9950","91-948-5490",3,2023-09-26,07:30:42
"IDV-44801","BSA-9950","91-543-1141",1,2023-09-26,07:30:42
"YMC-82707","BSH-6224","10-728-7505",3,2023-10-30,15:30:38
"YMC-82707","BSH-6224","85-883-0273",3,2023-10-30,15:30:38
"YMC-82707","BSH-6224","46-290-7950",3,2023-10-30,15:30:38
"EKI-49433","BSX-5847","03-417-9640",3,2023-07-11,11:51:34
"DAU-85706","BSX-8106","81-331-4946",3,2023-12-14,17:20:11
"DAU-85706","BSX-8106","58-210-0910",1,2023-12-14,17:20:11
"BNK-18629","BTH-4367","13-334-0725",1,2023-08-28,16:45:48
"BCX-52224","BTH-6923","00-014-1314",3,2023-12-26,12:44:42
"BCX-52224","BTH-6923","37-058-6285",1,2023-12-26,12:44:42
"BCX-52224","BTH-6923","31-897-4567",3,2023-12-26,12:44:42
"OEI-47622","BUX-1607","91-948-5490",2,2023-06-04,17:39:12
"OEI-47622","BUX-1607","82-147-9350",2,2023-06-04,17:39:12
"KDC-35155","BUX-6060","51-303-4344",1,2024-02-26,14:24:10
"KDC-35155","BUX-6060","25-833-2692",3,2024-02-26,14:24:10
"IQK-30834","BVV-4070","11-070-3495",3,2023-07-16,18:46:51
"IQK-30834","BVV-4070","60-215-8627",1,2023-07-16,18:46:51
"MJA-98763","BVV-9145","99-573-5355",2,2023-07-12,13:46:32
"MJA-98763","BVV-9145","10-334-6265",3,2023-07-12,13:46:32
"UDW-35134","BWO-5755","81-297-6143",2,2023-09-24,22:39:18
"UDW-35134","BWO-5755","39-647-4050",3,2023-09-24,22:39:18
"GVG-31198","BYH-3021","02-624-9140",1,2023-06-05,21:22:28
"GVG-31198","BYH-3021","85-128-1876",1,2023-06-05,21:22:28
"KEY-75125","BYH-6718","84-259-0089",2,2023-09-01,16:45:28
"MFD-59251","BYI-5344","56-727-7912",1,2023-12-26,16:31:09
"MFD-59251","BYI-5344","22-657-8643",1,2023-12-26,16:31:09
"RMN-33213","BYI-5680","48-867-0883",3,2023-08-08,00:10:37
"BAO-19729","BYQ-5863","04-284-9156",2,2024-03-24,21:10:09
"BAO-19729","BYQ-5863","47-826-2398",1,2024-03-24,21:10:09
"AQS-39537","BYQ-9176","82-032-2395",2,2023-08-23,08:53:24
"AQS-39537","BYQ-9176","90-105-1563",2,2023-08-23,08:53:24
"KBL-88890","BZL-1277","41-743-4040",1,2024-01-03,14:50:33
"KBL-88890","BZL-1277","42-897-0984",3,2024-01-03,14:50:33
"OCG-16513","BZL-6640","71-358-1219",3,2024-02-17,16:11:58
"GSB-19226","CAC-4128","27-276-7888",2,2023-12-18,23:07:57
"FDT-82735","CAC-5901","78-345-5609",1,2023-08-14,16:07:08
"FDT-82735","CAC-5901","83-908-2922",1,2023-08-14,16:07:08
"FDT-82735","CAC-5901","77-439-2843",1,2023-08-14,16:07:08
"WBZ-78097","CBC-4805","09-108-5554",3,2023-11-30,02:11:04
"WBZ-78097","CBC-4805","68-848-4770",3,2023-11-30,02:11:04
"WBZ-78097","CBC-4805","42-897-0984",2,2023-11-30,02:11:04
"ATD-97183","CBY-3789","82-523-9160",1,2023-08-22,15:24:35
"ATD-97183","CBY-3789","16-458-1689",2,2023-08-22,15:24:35
"ATD-97183","CBY-3789","32-729-0633",2,2023-08-22,15:24:35
"BCO-22668","CBY-6298","08-464-1767",2,2023-09-11,19:24:07
"DHT-25225","CCX-1923","47-826-2398",1,2024-03-10,21:02:42
"DHT-25225","CCX-1923","99-833-7000",3,2024-03-10,21:02:42
"ENY-48834","CCX-2401","93-188-8421",2,2023-08-29,06:30:30
"ENY-48834","CCX-2401","13-821-9430",2,2023-08-29,06:30:30
"TSK-44407","CDA-4741","31-656-9075",1,2023-06-05,20:01:47
"NTC-36262","CDA-7419","21-467-4867",1,2024-03-05,17:28:03
"NTC-36262","CDA-7419","74-002-4928",2,2024-03-05,17:28:03
"KWF-02995","CDN-6612","03-897-1579",3,2023-09-16,03:27:33
"KWF-02995","CDN-6612","57-998-1417",3,2023-09-16,03:27:33
"KWF-02995","CDN-6612","08-115-3988",2,2023-09-16,03:27:33
"PPP-76997","CDN-7279","96-707-0111",1,2023-10-13,20:16:30
"JFU-70895","CDT-1329","28-886-7662",2,2023-10-22,21:58:17
"JFU-70895","CDT-1329","11-909-9390",3,2023-10-22,21:58:17
"JFU-70895","CDT-1329","99-816-6779",1,2023-10-22,21:58:17
"NGC-71356","CDT-5091","26-120-2859",3,2023-10-29,16:12:10
"QDJ-65351","CEC-0801","58-829-9896",1,2023-10-12,13:30:14
"QDJ-65351","CEC-0801","43-993-7650",3,2023-10-12,13:30:14
"XYM-68988","CEC-5176","66-102-7445",2,2024-01-13,21:58:42
"XYM-68988","CEC-5176","86-221-2194",3,2024-01-13,21:58:42
"VYA-02903","CET-9716","84-465-9981",3,2023-09-15,23:44:19
"VYA-02903","CET-9716","51-355-5771",2,2023-09-15,23:44:19
"FII-44717","CFY-5731","08-415-0390",1,2023-07-31,01:47:06
"FII-44717","CFY-5731","93-122-0568",2,2023-07-31,01:47:06
"HIT-26425","CFY-8370","96-299-1871",1,2023-06-25,17:05:54
"UUC-42190","CGO-6337","66-172-5155",2,2024-02-11,08:37:58
"UUC-42190","CGO-6337","60-404-7374",3,2024-02-11,08:37:58
"JFM-85395","CGT-3066","36-966-7799",3,2024-02-03,23:55:02
"JFM-85395","CGT-3066","52-481-2252",3,2024-02-03,23:55:02
"JFM-85395","CGT-3066","71-135-3437",2,2024-02-03,23:55:02
"NFG-16496","CGT-7134","93-085-3402",1,2023-08-28,14:43:01
"RLF-61765","CHB-5498","44-012-6153",3,2023-10-28,06:39:29
"RLF-61765","CHB-5498","11-995-8260",3,2023-10-28,06:39:29
"TSY-49316","CIM-9073","04-764-3487",2,2023-06-05,08:01:57
"TSY-49316","CIM-9073","13-988-7154",1,2023-06-05,08:01:57
"TSY-49316","CIM-9073","97-035-3322",3,2023-06-05,08:01:57
"QFS-92539","CJF-2663","35-364-7373",2,2023-08-16,10:36:33
"QFS-92539","CJF-2663","89-947-6127",3,2023-08-16,10:36:33
"YAI-38581","CJF-5113","65-173-2185",3,2024-01-14,22:52:51
"YAI-38581","CJF-5113","80-170-3703",3,2024-01-14,22:52:51
"GLF-84417","CKU-2494","33-410-0196",1,2023-06-10,12:20:33
"GLF-84417","CKU-2494","71-135-3437",2,2023-06-10,12:20:33
"EUV-37583","CKU-5692","03-340-4549",1,2023-12-19,00:06:40
"EUV-37583","CKU-5692","76-368-5961",2,2023-12-19,00:06:40
"EUV-37583","CKU-5692","04-083-8996",3,2023-12-19,00:06:40
"FGB-33515","CKX-0597","28-337-8073",1,2023-10-07,09:59:27
"FGB-33515","CKX-0597","56-402-6081",1,2023-10-07,09:59:27
"HAK-97609","CKX-3674","27-027-1722",1,2023-12-02,20:34:42
"HAK-97609","CKX-3674","62-675-6608",2,2023-12-02,20:34:42
"NXR-35045","CLI-1946","79-007-6648",3,2023-11-11,14:23:48
"NXR-35045","CLI-1946","47-300-5792",2,2023-11-11,14:23:48
"RXH-26896","CLI-2184","70-345-5629",3,2024-03-10,22:14:53
"MPZ-49334","CLI-2562","82-082-0211",2,2024-01-26,14:26:23
"MPZ-49334","CLI-2562","70-901-4482",3,2024-01-26,14:26:23
"MPZ-49334","CLI-2562","33-714-5807",1,2024-01-26,14:26:23
"TYI-19665","CLI-6355","35-564-4089",3,2023-07-02,07:10:18
"TYI-19665","CLI-6355","41-772-6262",2,2023-07-02,07:10:18
"ATW-85486","CLL-1219","33-939-1022",2,2023-09-28,07:18:13
"ATW-85486","CLL-1219","48-174-4795",2,2023-09-28,07:18:13
"ANQ-47077","CLL-4654","78-402-4030",1,2023-06-01,19:04:19
"ANQ-47077","CLL-4654","56-360-9357",3,2023-06-01,19:04:19
"TOT-87420","CLW-5539","29-096-2247",3,2024-03-07,00:52:49
"TOT-87420","CLW-5539","73-308-3615",2,2024-03-07,00:52:49
"ZGW-67128","CMO-5303","82-070-3982",2,2023-12-30,04:44:22
"ZGW-67128","CMO-5303","38-842-1342",2,2023-12-30,04:44:22
"HDV-58110","CNG-3123","36-328-6199",1,2023-07-09,12:47:49
"FHG-48761","CNG-8096","34-695-2894",1,2023-12-13,01:35:47
"FHG-48761","CNG-8096","19-632-6137",3,2023-12-13,01:35:47
"FHG-48761","CNG-8096","55-995-2675",1,2023-12-13,01:35:47
"MLY-44705","CNO-5805","21-511-6596",2,2024-02-14,15:00:15
"MLY-44705","CNO-5805","39-264-5664",2,2024-02-14,15:00:15
"IRT-45168","CNO-8928","29-368-7662",3,2024-01-30,01:16:47
"IRT-45168","CNO-8928","89-947-6127",2,2024-01-30,01:16:47
"IRT-45168","CNO-8928","21-441-5158",1,2024-01-30,01:16:47
"EJE-38655","COH-0599","71-514-3306",3,2024-03-20,03:07:21
"EJE-38655","COH-0599","41-354-6239",2,2024-03-20,03:07:21
"EJE-38655","COH-0599","13-472-2481",3,2024-03-20,03:07:21
"FPH-26407","COH-2531","19-632-6137",3,2024-01-25,06:08:46
"FPH-26407","COH-2531","70-312-2856",3,2024-01-25,06:08:46
"EHM-45282","CPU-7981","31-302-8931",2,2023-09-09,17:04:12
"EHM-45282","CPU-7981","93-122-0568",1,2023-09-09,17:04:12
"CYZ-85085","CPU-8388","96-898-6534",1,2023-10-07,15:19:33
"CYZ-85085","CPU-8388","51-025-6238",1,2023-10-07,15:19:33
"MAP-01921","CPV-1160","17-479-7792",2,2023-07-18,09:29:24
"IEY-00277","CPV-5603","91-234-6234",1,2023-09-26,06:12:05
"IEY-00277","CPV-5603","69-975-9572",2,2023-09-26,06:12:05
"TGE-89868","CQA-4640","34-628-8485",1,2023-07-24,12:56:50
"TGE-89868","CQA-4640","00-847-7041",3,2023-07-24,12:56:50
"AHJ-12824","CQW-2357","20-556-3674",2,2024-02-12,01:25:53
"AHJ-12824","CQW-2357","18-960-4157",3,2024-02-12,01:25:53
"AFJ-00690","CQW-4715","76-582-3329",2,2023-11-01,03:01:37
"AFJ-00690","CQW-4715","50-920-4517",3,2023-11-01,03:01:37
"XSI-38994","CRU-0044","34-903-5924",1,2023-12-31,05:50:04
"XSI-38994","CRU-0044","06-577-9672",1,2023-12-31,05:50:04
"XSI-38994","CRU-0044","96-000-2431",3,2023-12-31,05:50:04
"NVR-12536","CSA-1171","44-666-9297",2,2023-11-07,05:53:14
"JVC-81248","CSA-4429","60-404-7374",1,2023-12-10,12:28:15
"JVC-81248","CSA-4429","69-118-8432",1,2023-12-10,12:28:15
"JVC-81248","CSA-4429","46-850-5722",3,2023-12-10,12:28:15
"YFL-42376","CSD-6250","18-584-8160",3,2023-10-25,10:06:55
