cutomer_id,order_id,product_id,product_qty,order_date,order_time
PTQ-44693,ALM-2055,20-624-4154,15,03/09/2023,04:27:02
INZ-84177,ALM-4713,21-441-5158,2,27/10/2023,20:43:28
XHL-69925,ALM-7932,26-126-8637,6,25/02/2024,08:18:46
XHL-69925,ALM-7932,40-677-5221,17,25/02/2024,08:18:46
SAX-35594,ALN-4221,32-005-2173,14,10/11/2023,09:22:07
SAX-35594,ALN-4221,32-560-6530,20,10/11/2023,09:22:07
MQV-12400,ALN-4949,95-690-3184,18,14/01/2024,00:34:39
MQV-12400,ALN-4949,84-070-2935,9,14/01/2024,00:34:39
DMK-65903,ALQ-2841,25-630-4737,11,18/09/2023,21:35:13
DMK-65903,ALQ-2841,90-967-1463,18,18/09/2023,21:35:13
EVB-64319,ALQ-3792,77-123-2297,10,24/01/2024,20:00:51
EVB-64319,ALQ-3792,19-809-3380,6,24/01/2024,20:00:51
APZ-62721,AMB-4606,87-988-7651,7,30/03/2024,03:14:24
ALK-56502,AMB-6428,01-505-2486,2,05/07/2023,16:58:49
LTW-21557,AMK-6233,11-022-0978,10,08/03/2024,01:18:16
HYP-42158,AMK-6934,04-764-3487,15,29/08/2023,06:56:56
HYP-42158,AMK-6934,01-050-1010,3,29/08/2023,06:56:56
PAF-44089,AML-1643,65-994-3238,20,06/11/2023,09:00:09
PAF-44089,AML-1643,41-066-9136,15,06/11/2023,09:00:09
PAF-44089,AML-1643,82-032-2395,7,06/11/2023,09:00:09
WBR-75402,AML-9240,33-448-1950,9,16/11/2023,00:01:43
BVT-77023,AOB-8105,08-724-0599,6,07/10/2023,02:40:19
BVT-77023,AOB-8105,31-206-7727,16,07/10/2023,02:40:19
BJF-99781,AOB-9966,08-506-1264,1,30/03/2024,13:04:19
BJF-99781,AOB-9966,93-389-3317,7,30/03/2024,13:04:19
BJF-99781,AOB-9966,26-495-3229,2,30/03/2024,13:04:19
ZQL-96692,AOH-5650,04-337-2891,18,14/02/2024,23:03:19
ZQL-96692,AOH-5650,32-560-6530,19,14/02/2024,23:03:19
AHJ-12824,AQM-0605,84-259-0089,8,18/09/2023,15:04:56
AHJ-12824,AQM-0605,70-312-2856,20,18/09/2023,15:04:56
AHJ-12824,AQM-0605,11-587-1855,1,18/09/2023,15:04:56
KGG-31668,AQM-2066,46-086-5000,10,01/03/2024,20:22:40
KGG-31668,AQM-2066,21-390-3483,16,01/03/2024,20:22:40
KGG-31668,AQM-2066,58-218-5580,15,01/03/2024,20:22:40
AHJ-34602,AQM-8144,69-975-9572,13,28/09/2023,20:02:27
AHJ-34602,AQM-8144,26-495-3229,14,28/09/2023,20:02:27
OMY-58623,AQM-9075,89-544-1101,14,13/12/2023,05:38:05
ILK-79470,AQQ-3884,99-653-8059,19,06/02/2024,13:11:10
ILK-79470,AQQ-3884,36-966-7799,3,06/02/2024,13:11:10
FSD-17874,AQQ-5504,52-977-0407,11,10/06/2023,04:25:02
FSD-17874,AQQ-5504,03-473-1590,13,10/06/2023,04:25:02
JCD-49823,AQY-5450,12-586-9635,14,11/09/2023,21:24:33
GEN-42720,AQY-6898,92-705-9273,17,21/07/2023,15:34:34
GEN-42720,AQY-6898,12-586-9635,14,21/07/2023,15:34:34
GVE-88512,ARO-8544,63-429-3981,12,15/01/2024,03:35:58
GVE-88512,ARO-8544,17-976-5960,6,15/01/2024,03:35:58
GVE-88512,ARO-8544,33-714-5807,10,15/01/2024,03:35:58
KDY-34831,ARO-9201,55-853-1910,15,12/08/2023,23:01:14
KDY-34831,ARO-9201,28-886-7662,17,12/08/2023,23:01:14
AOY-81142,ASL-2040,77-841-8220,2,21/08/2023,18:05:43
AOY-81142,ASL-2040,97-311-8960,5,21/08/2023,18:05:43
AXT-62647,ASL-8773,82-449-1798,8,27/07/2023,19:02:15
ECY-19008,ASS-1835,18-286-7409,12,13/06/2023,05:07:11
ECY-19008,ASS-1835,86-211-9441,5,13/06/2023,05:07:11
FNB-55327,ASS-7428,81-331-4946,19,05/07/2023,11:12:41
PME-65620,AUC-6320,92-408-4906,12,29/01/2024,04:38:39
KVB-79323,AUC-7002,33-448-1950,7,21/03/2024,19:05:20
KVB-79323,AUC-7002,97-663-4331,1,21/03/2024,19:05:20
KVB-79323,AUC-7002,32-169-1593,4,21/03/2024,19:05:20
MDA-39179,AVE-7699,31-879-2034,5,11/12/2023,08:06:55
MDA-39179,AVE-7699,50-596-4877,9,11/12/2023,08:06:55
MDA-39179,AVE-7699,12-973-7202,6,11/12/2023,08:06:55
RLD-23191,AVE-8971,81-646-9734,12,23/08/2023,13:06:05
XYR-46722,AVG-6526,84-149-1094,1,06/03/2024,00:19:24
QDW-39457,AVG-7606,20-556-3674,11,02/07/2023,07:38:59
QDW-39457,AVG-7606,19-853-5001,17,02/07/2023,07:38:59
KNT-07817,AVH-7016,88-462-2369,1,18/12/2023,06:25:39
KNT-07817,AVH-7016,55-030-1575,11,18/12/2023,06:25:39
PCN-85238,AVH-8821,18-286-7409,11,30/03/2024,04:19:48
PCN-85238,AVH-8821,43-612-9451,9,30/03/2024,04:19:48
SOJ-27421,AYK-2917,89-330-8496,2,24/03/2024,22:10:33
SOJ-27421,AYK-2917,08-100-0817,18,24/03/2024,22:10:33
XIO-34283,AYT-4578,97-849-4693,8,06/08/2023,02:03:09
XIO-34283,AYT-4578,95-690-3184,9,06/08/2023,02:03:09
PTQ-84464,AYT-6177,11-557-8244,17,20/10/2023,18:56:28
PTQ-84464,AYT-6177,09-112-5557,6,20/10/2023,18:56:28
JLM-75527,AYV-4333,87-867-8409,19,15/02/2024,16:06:09
GJS-06694,AYV-8461,35-021-8505,13,09/03/2024,08:22:39
SDL-46841,AZJ-0233,41-354-6239,12,15/12/2023,01:09:07
SDL-46841,AZJ-0233,58-531-1821,18,15/12/2023,01:09:07
WTM-36992,BBD-7836,51-783-5050,20,03/03/2024,10:34:50
WTM-36992,BBD-7836,83-109-5614,14,03/03/2024,10:34:50
WTM-36992,BBD-7836,62-826-9766,5,03/03/2024,10:34:50
WKT-08100,BCF-7965,73-437-1072,18,11/01/2024,21:11:41
WKT-08100,BCF-7965,79-007-6648,3,11/01/2024,21:11:41
PJH-52727,BCF-8202,39-155-7466,6,29/12/2023,09:57:45
PJH-52727,BCF-8202,27-966-6139,17,29/12/2023,09:57:45
PJH-52727,BCF-8202,29-079-4531,9,29/12/2023,09:57:45
ZVS-42143,BCP-5980,00-495-2744,16,06/07/2023,19:34:41
ZVS-42143,BCP-5980,93-389-3317,1,06/07/2023,19:34:41
YIP-22314,BDI-0728,38-322-2938,6,02/01/2024,11:15:19
YIP-22314,BDI-0728,79-655-9737,1,02/01/2024,11:15:19
YIP-22314,BDI-0728,62-156-2167,12,02/01/2024,11:15:19
ELY-26529,BDI-4078,53-063-5902,16,23/01/2024,12:38:06
ELY-26529,BDI-4078,90-078-6038,20,23/01/2024,12:38:06
GAH-23075,BDI-6549,81-208-1851,19,13/07/2023,21:52:27
GAH-23075,BDI-6549,20-310-3444,2,13/07/2023,21:52:27
HFI-23645,BDS-3831,14-381-7269,20,11/06/2023,10:30:01
HFI-23645,BDS-3831,24-499-8485,4,11/06/2023,10:30:01
FIA-58646,BDS-4345,89-827-1661,2,25/10/2023,18:51:35
FIA-58646,BDS-4345,81-159-5022,2,25/10/2023,18:51:35
FIA-58646,BDS-4345,83-936-4787,18,25/10/2023,18:51:35
SQO-39829,BFO-5717,92-667-1947,15,08/07/2023,11:33:34
SQO-39829,BFO-5717,91-948-5490,14,08/07/2023,11:33:34
SQO-39829,BFO-5717,61-007-6823,5,08/07/2023,11:33:34
AZJ-73183,BGB-6723,22-839-5661,6,19/07/2023,18:00:58
AZJ-73183,BGB-6723,62-764-0133,16,19/07/2023,18:00:58
APZ-62721,BGB-9670,12-412-3892,12,15/10/2023,04:35:58
APZ-62721,BGB-9670,34-100-2931,4,15/10/2023,04:35:58
GKD-77770,BGD-0906,31-258-7866,20,09/11/2023,04:34:22
GKD-77770,BGD-0906,27-027-1722,6,09/11/2023,04:34:22
JPF-38185,BGD-1008,77-366-9333,7,03/06/2023,21:54:15
JPF-38185,BGD-1008,56-289-7921,1,03/06/2023,21:54:15
PKX-19625,BGH-2064,84-431-7696,1,24/03/2024,18:29:58
KUY-60927,BGH-7572,40-767-1323,4,22/09/2023,09:26:17
KUY-60927,BGH-7572,63-260-2207,13,22/09/2023,09:26:17
SPX-35317,BHW-5698,25-743-5797,20,08/10/2023,17:55:36
UVI-08265,BJC-4381,60-629-3357,7,11/01/2024,15:47:29
UVI-08265,BJC-4381,02-673-1337,16,11/01/2024,15:47:29
UVI-08265,BJC-4381,47-826-2398,14,11/01/2024,15:47:29
TND-86192,BJG-1401,94-049-5945,16,21/12/2023,17:45:02
TND-86192,BJG-1401,71-015-1326,13,21/12/2023,17:45:02
TND-86192,BJG-1401,62-675-6608,4,21/12/2023,17:45:02
BFB-40374,BKA-5060,25-775-6567,5,25/02/2024,02:54:23
BFB-40374,BKA-5060,25-623-6813,7,25/02/2024,02:54:23
BNS-34294,BKA-7081,11-557-8244,14,20/10/2023,14:45:01
NML-75856,BKV-1136,03-340-4549,3,24/09/2023,08:38:16
NML-75856,BKV-1136,82-879-8442,12,24/09/2023,08:38:16
NML-75856,BKV-1136,26-776-4481,5,24/09/2023,08:38:16
TDK-54609,BKV-9254,13-038-3266,7,21/06/2023,02:00:00
YBH-36909,BKW-0726,18-193-5154,13,03/01/2024,09:55:34
YBH-36909,BKW-0726,41-743-4040,4,03/01/2024,09:55:34
RTA-59329,BLC-3839,36-109-6627,2,19/06/2023,17:44:39
RTA-59329,BLC-3839,67-827-3704,11,19/06/2023,17:44:39
DKJ-08990,BLN-4803,04-695-5565,3,03/07/2023,09:23:26
CLV-64992,BLN-5257,34-903-5924,11,07/03/2024,00:30:46
CLV-64992,BLN-5257,73-308-3615,17,07/03/2024,00:30:46
CLV-64992,BLN-5257,63-379-2576,3,07/03/2024,00:30:46
SUY-32448,BMZ-1701,72-706-9892,13,05/03/2024,01:58:13
SUY-32448,BMZ-1701,94-289-6591,6,05/03/2024,01:58:13
NCN-86554,BMZ-4524,55-030-1575,6,09/08/2023,23:24:00
XBA-65202,BNQ-2660,56-727-7912,17,01/07/2023,08:55:24
XBA-65202,BNQ-2660,80-635-9373,5,01/07/2023,08:55:24
XBA-65202,BNQ-2660,99-803-8766,18,01/07/2023,08:55:24
DTP-46176,BNQ-6169,57-950-1710,12,09/08/2023,11:12:10
DTP-46176,BNQ-6169,71-373-7523,3,09/08/2023,11:12:10
DTP-46176,BNQ-6169,99-433-2917,6,09/08/2023,11:12:10
FGB-33515,BNQ-8615,92-872-3947,17,01/07/2023,06:56:10
KKT-52545,BNW-1398,44-270-9009,14,09/03/2024,11:55:03
KKT-52545,BNW-1398,82-290-0169,2,09/03/2024,11:55:03
HBP-39672,BNW-6033,47-080-5931,3,17/03/2024,02:44:00
HBP-39672,BNW-6033,42-679-9843,6,17/03/2024,02:44:00
TXX-30500,BOC-4216,62-880-5515,4,03/02/2024,06:57:15
TXX-30500,BOC-4216,94-859-3628,15,03/02/2024,06:57:15
KDS-92306,BOF-4588,28-404-9144,6,06/02/2024,09:50:06
GUC-45683,BOF-9366,87-117-1194,9,02/08/2023,02:59:01
GUC-45683,BOF-9366,29-611-2600,12,02/08/2023,02:59:01
VKB-50061,BQC-6719,50-386-0005,13,29/11/2023,07:10:34
VKB-50061,BQC-6719,14-275-1287,15,29/11/2023,07:10:34
VKB-50061,BQC-6719,66-484-6519,10,29/11/2023,07:10:34
ZBQ-62002,BQG-2887,82-600-5466,4,14/08/2023,00:10:15
ZBQ-62002,BQG-2887,88-478-2068,14,14/08/2023,00:10:15
ZBQ-62002,BQG-2887,26-969-2460,18,14/08/2023,00:10:15
FHC-82833,BQY-4645,89-431-6610,6,13/08/2023,04:06:10
DTZ-99095,BQY-6188,71-189-9588,15,14/03/2024,18:06:29
DTZ-99095,BQY-6188,79-812-8067,18,14/03/2024,18:06:29
DTZ-99095,BQY-6188,29-244-0977,16,14/03/2024,18:06:29
MAN-10244,BSA-2556,92-488-4205,2,24/12/2023,05:26:12
IDV-44801,BSA-9950,91-948-5490,12,26/09/2023,07:30:42
IDV-44801,BSA-9950,91-543-1141,17,26/09/2023,07:30:42
YMC-82707,BSH-6224,10-728-7505,16,30/10/2023,15:30:38
YMC-82707,BSH-6224,85-883-0273,4,30/10/2023,15:30:38
YMC-82707,BSH-6224,46-290-7950,2,30/10/2023,15:30:38
EKI-49433,BSX-5847,03-417-9640,17,11/07/2023,11:51:34
DAU-85706,BSX-8106,81-331-4946,6,14/12/2023,17:20:11
DAU-85706,BSX-8106,58-210-0910,18,14/12/2023,17:20:11
BNK-18629,BTH-4367,13-334-0725,3,28/08/2023,16:45:48
BCX-52224,BTH-6923,00-014-1314,19,26/12/2023,12:44:42
BCX-52224,BTH-6923,37-058-6285,5,26/12/2023,12:44:42
BCX-52224,BTH-6923,31-897-4567,6,26/12/2023,12:44:42
OEI-47622,BUX-1607,91-948-5490,13,04/06/2023,17:39:12
OEI-47622,BUX-1607,82-147-9350,10,04/06/2023,17:39:12
KDC-35155,BUX-6060,51-303-4344,17,26/02/2024,14:24:10
KDC-35155,BUX-6060,25-833-2692,17,26/02/2024,14:24:10
IQK-30834,BVV-4070,11-070-3495,2,16/07/2023,18:46:51
IQK-30834,BVV-4070,60-215-8627,15,16/07/2023,18:46:51
MJA-98763,BVV-9145,99-573-5355,3,12/07/2023,13:46:32
MJA-98763,BVV-9145,10-334-6265,18,12/07/2023,13:46:32
UDW-35134,BWO-5755,81-297-6143,1,24/09/2023,22:39:18
UDW-35134,BWO-5755,39-647-4050,11,24/09/2023,22:39:18
GVG-31198,BYH-3021,02-624-9140,12,05/06/2023,21:22:28
GVG-31198,BYH-3021,85-128-1876,15,05/06/2023,21:22:28
KEY-75125,BYH-6718,84-259-0089,11,01/09/2023,16:45:28
MFD-59251,BYI-5344,56-727-7912,10,26/12/2023,16:31:09
MFD-59251,BYI-5344,22-657-8643,15,26/12/2023,16:31:09
RMN-33213,BYI-5680,48-867-0883,3,08/08/2023,00:10:37
BAO-19729,BYQ-5863,04-284-9156,3,24/03/2024,21:10:09
BAO-19729,BYQ-5863,47-826-2398,9,24/03/2024,21:10:09
AQS-39537,BYQ-9176,82-032-2395,8,23/08/2023,08:53:24
AQS-39537,BYQ-9176,90-105-1563,7,23/08/2023,08:53:24
KBL-88890,BZL-1277,41-743-4040,8,03/01/2024,14:50:33
KBL-88890,BZL-1277,42-897-0984,12,03/01/2024,14:50:33
OCG-16513,BZL-6640,71-358-1219,3,17/02/2024,16:11:58
GSB-19226,CAC-4128,27-276-7888,12,18/12/2023,23:07:57
FDT-82735,CAC-5901,78-345-5609,14,14/08/2023,16:07:08
FDT-82735,CAC-5901,83-908-2922,17,14/08/2023,16:07:08
FDT-82735,CAC-5901,77-439-2843,6,14/08/2023,16:07:08
WBZ-78097,CBC-4805,09-108-5554,9,30/11/2023,02:11:04
WBZ-78097,CBC-4805,68-848-4770,8,30/11/2023,02:11:04
WBZ-78097,CBC-4805,42-897-0984,10,30/11/2023,02:11:04
ATD-97183,CBY-3789,82-523-9160,12,22/08/2023,15:24:35
ATD-97183,CBY-3789,16-458-1689,1,22/08/2023,15:24:35
ATD-97183,CBY-3789,32-729-0633,13,22/08/2023,15:24:35
BCO-22668,CBY-6298,08-464-1767,3,11/09/2023,19:24:07
DHT-25225,CCX-1923,47-826-2398,10,10/03/2024,21:02:42
DHT-25225,CCX-1923,99-833-7000,17,10/03/2024,21:02:42
ENY-48834,CCX-2401,93-188-8421,15,29/08/2023,06:30:30
ENY-48834,CCX-2401,13-821-9430,12,29/08/2023,06:30:30
TSK-44407,CDA-4741,31-656-9075,5,05/06/2023,20:01:47
NTC-36262,CDA-7419,21-467-4867,19,05/03/2024,17:28:03
NTC-36262,CDA-7419,74-002-4928,11,05/03/2024,17:28:03
KWF-02995,CDN-6612,03-897-1579,14,16/09/2023,03:27:33
KWF-02995,CDN-6612,57-998-1417,14,16/09/2023,03:27:33
KWF-02995,CDN-6612,08-115-3988,11,16/09/2023,03:27:33
PPP-76997,CDN-7279,96-707-0111,18,13/10/2023,20:16:30
JFU-70895,CDT-1329,28-886-7662,19,22/10/2023,21:58:17
JFU-70895,CDT-1329,11-909-9390,10,22/10/2023,21:58:17
JFU-70895,CDT-1329,99-816-6779,18,22/10/2023,21:58:17
NGC-71356,CDT-5091,26-120-2859,9,29/10/2023,16:12:10
QDJ-65351,CEC-0801,58-829-9896,8,12/10/2023,13:30:14
QDJ-65351,CEC-0801,43-993-7650,5,12/10/2023,13:30:14
XYM-68988,CEC-5176,66-102-7445,2,13/01/2024,21:58:42
XYM-68988,CEC-5176,86-221-2194,9,13/01/2024,21:58:42
VYA-02903,CET-9716,84-465-9981,18,15/09/2023,23:44:19
VYA-02903,CET-9716,51-355-5771,7,15/09/2023,23:44:19
FII-44717,CFY-5731,08-415-0390,18,31/07/2023,01:47:06
FII-44717,CFY-5731,93-122-0568,4,31/07/2023,01:47:06
HIT-26425,CFY-8370,96-299-1871,17,25/06/2023,17:05:54
UUC-42190,CGO-6337,66-172-5155,10,11/02/2024,08:37:58
UUC-42190,CGO-6337,60-404-7374,16,11/02/2024,08:37:58
JFM-85395,CGT-3066,36-966-7799,15,03/02/2024,23:55:02
JFM-85395,CGT-3066,52-481-2252,12,03/02/2024,23:55:02
JFM-85395,CGT-3066,71-135-3437,3,03/02/2024,23:55:02
NFG-16496,CGT-7134,93-085-3402,5,28/08/2023,14:43:01
RLF-61765,CHB-5498,44-012-6153,19,28/10/2023,06:39:29
RLF-61765,CHB-5498,11-995-8260,4,28/10/2023,06:39:29
TSY-49316,CIM-9073,04-764-3487,20,05/06/2023,08:01:57
TSY-49316,CIM-9073,13-988-7154,15,05/06/2023,08:01:57
TSY-49316,CIM-9073,97-035-3322,9,05/06/2023,08:01:57
QFS-92539,CJF-2663,35-364-7373,13,16/08/2023,10:36:33
QFS-92539,CJF-2663,89-947-6127,19,16/08/2023,10:36:33
YAI-38581,CJF-5113,65-173-2185,10,14/01/2024,22:52:51
YAI-38581,CJF-5113,80-170-3703,14,14/01/2024,22:52:51
GLF-84417,CKU-2494,33-410-0196,8,10/06/2023,12:20:33
GLF-84417,CKU-2494,71-135-3437,2,10/06/2023,12:20:33
EUV-37583,CKU-5692,03-340-4549,10,19/12/2023,00:06:40
EUV-37583,CKU-5692,76-368-5961,19,19/12/2023,00:06:40
EUV-37583,CKU-5692,04-083-8996,3,19/12/2023,00:06:40
FGB-33515,CKX-0597,28-337-8073,2,07/10/2023,09:59:27
FGB-33515,CKX-0597,56-402-6081,1,07/10/2023,09:59:27
HAK-97609,CKX-3674,27-027-1722,10,02/12/2023,20:34:42
HAK-97609,CKX-3674,62-675-6608,6,02/12/2023,20:34:42
NXR-35045,CLI-1946,79-007-6648,11,11/11/2023,14:23:48
NXR-35045,CLI-1946,47-300-5792,19,11/11/2023,14:23:48
RXH-26896,CLI-2184,70-345-5629,5,10/03/2024,22:14:53
MPZ-49334,CLI-2562,82-082-0211,5,26/01/2024,14:26:23
MPZ-49334,CLI-2562,70-901-4482,19,26/01/2024,14:26:23
MPZ-49334,CLI-2562,33-714-5807,4,26/01/2024,14:26:23
TYI-19665,CLI-6355,35-564-4089,15,02/07/2023,07:10:18
TYI-19665,CLI-6355,41-772-6262,4,02/07/2023,07:10:18
ATW-85486,CLL-1219,33-939-1022,3,28/09/2023,07:18:13
ATW-85486,CLL-1219,48-174-4795,1,28/09/2023,07:18:13
ANQ-47077,CLL-4654,78-402-4030,8,01/06/2023,19:04:19
ANQ-47077,CLL-4654,56-360-9357,18,01/06/2023,19:04:19
TOT-87420,CLW-5539,29-096-2247,14,07/03/2024,00:52:49
TOT-87420,CLW-5539,73-308-3615,4,07/03/2024,00:52:49
ZGW-67128,CMO-5303,82-070-3982,17,30/12/2023,04:44:22
ZGW-67128,CMO-5303,38-842-1342,19,30/12/2023,04:44:22
HDV-58110,CNG-3123,36-328-6199,16,09/07/2023,12:47:49
FHG-48761,CNG-8096,34-695-2894,8,13/12/2023,01:35:47
FHG-48761,CNG-8096,19-632-6137,3,13/12/2023,01:35:47
FHG-48761,CNG-8096,55-995-2675,15,13/12/2023,01:35:47
MLY-44705,CNO-5805,21-511-6596,18,14/02/2024,15:00:15
MLY-44705,CNO-5805,39-264-5664,3,14/02/2024,15:00:15
IRT-45168,CNO-8928,29-368-7662,11,30/01/2024,01:16:47
IRT-45168,CNO-8928,89-947-6127,20,30/01/2024,01:16:47
IRT-45168,CNO-8928,21-441-5158,9,30/01/2024,01:16:47
EJE-38655,COH-0599,71-514-3306,13,20/03/2024,03:07:21
EJE-38655,COH-0599,41-354-6239,7,20/03/2024,03:07:21
EJE-38655,COH-0599,13-472-2481,12,20/03/2024,03:07:21
FPH-26407,COH-2531,19-632-6137,1,25/01/2024,06:08:46
FPH-26407,COH-2531,70-312-2856,16,25/01/2024,06:08:46
EHM-45282,CPU-7981,31-302-8931,4,09/09/2023,17:04:12
EHM-45282,CPU-7981,93-122-0568,8,09/09/2023,17:04:12
CYZ-85085,CPU-8388,96-898-6534,3,07/10/2023,15:19:33
CYZ-85085,CPU-8388,51-025-6238,20,07/10/2023,15:19:33
MAP-01921,CPV-1160,17-479-7792,5,18/07/2023,09:29:24
IEY-00277,CPV-5603,91-234-6234,20,26/09/2023,06:12:05
IEY-00277,CPV-5603,69-975-9572,5,26/09/2023,06:12:05
TGE-89868,CQA-4640,34-628-8485,14,24/07/2023,12:56:50
TGE-89868,CQA-4640,00-847-7041,5,24/07/2023,12:56:50
AHJ-12824,CQW-2357,20-556-3674,9,12/02/2024,01:25:53
AHJ-12824,CQW-2357,18-960-4157,2,12/02/2024,01:25:53
AFJ-00690,CQW-4715,76-582-3329,20,01/11/2023,03:01:37
AFJ-00690,CQW-4715,50-920-4517,8,01/11/2023,03:01:37
XSI-38994,CRU-0044,34-903-5924,5,31/12/2023,05:50:04
XSI-38994,CRU-0044,06-577-9672,7,31/12/2023,05:50:04
XSI-38994,CRU-0044,96-000-2431,1,31/12/2023,05:50:04
NVR-12536,CSA-1171,44-666-9297,6,07/11/2023,05:53:14
JVC-81248,CSA-4429,60-404-7374,5,10/12/2023,12:28:15
JVC-81248,CSA-4429,69-118-8432,19,10/12/2023,12:28:15
JVC-81248,CSA-4429,46-850-5722,11,10/12/2023,12:28:15
YFL-42376,CSD-6250,18-584-8160,15,25/10/2023,10:06:55
YFL-42376,CSD-6250,06-377-3616,17,25/10/2023,10:06:55
XNP-94128,CSM-2366,09-655-7992,19,01/07/2023,21:17:06
XNP-94128,CSM-2366,25-040-8775,20,01/07/2023,21:17:06
LGB-46086,CTB-1064,77-741-3022,3,30/01/2024,07:20:13
HPY-58978,CTB-1094,13-528-8160,19,30/01/2024,21:58:12
HPY-58978,CTB-1094,82-147-9350,11,30/01/2024,21:58:12
HPY-58978,CTB-1094,93-188-8421,10,30/01/2024,21:58:12
UBM-00039,CTR-4140,15-995-9275,12,23/08/2023,12:58:07
UBM-00039,CTR-4140,89-431-6610,8,23/08/2023,12:58:07
VLD-69354,CUR-1120,64-569-9253,2,09/08/2023,18:50:13
