customer_id,order_id,product_id,product_qty
XNP-94128,CSM-2366,25-040-8775,20
LGB-46086,CTB-1064,77-741-3022,3
HPY-58978,CTB-1094,13-528-8160,19
HPY-58978,CTB-1094,82-147-9350,11
HPY-58978,CTB-1094,93-188-8421,10
UBM-00039,CTR-4140,15-995-9275,12
UBM-00039,CTR-4140,89-431-6610,8
VLD-69354,CUR-1120,64-569-9253,2
VLD-69354,CUR-1120,60-472-4555,16
VLD-69354,CUR-1120,76-193-5967,2
YLH-27164,CVK-0300,78-788-1626,9
CAU-17821,CVV-1670,30-740-9118,10
CAU-17821,CVV-1670,05-841-9547,9
CAU-17821,CVV-1670,62-880-5515,3
CNC-98914,CVV-5797,08-415-0390,2
CNC-98914,CVV-5797,91-812-5461,14
ZVA-78061,CWA-2047,33-448-1950,17
ZVA-78061,CWA-2047,29-768-5296,13
RKI-68446,CWA-8357,21-189-3185,15
LCJ-06624,CWF-1856,02-432-4939,6
LCJ-06624,CWF-1856,53-357-6116,17
PSP-25466,CWF-4937,73-319-7506,20
PSP-25466,CWF-4937,65-520-1327,5
PSP-25466,CWF-4937,26-723-9238,9
HOP-91174,CWF-9028,96-707-0111,7
XBJ-83001,CWF-9967,27-249-6440,17
XBJ-83001,CWF-9967,50-176-4803,6
NYD-84187,CWL-3700,08-834-8545,5
NYD-84187,CWL-3700,54-986-1990,11
NYD-84187,CWL-3700,46-657-3311,19
TYU-56030,CWL-6318,66-486-2538,12
TYU-56030,CWL-6318,72-583-0270,8
FEK-94166,CZA-5042,83-659-7003,2
FEK-94166,CZA-5042,89-414-5305,2
GSW-85363,CZA-8224,06-577-9672,7
GSW-85363,CZA-8224,48-739-6023,7
JCD-49823,CZC-6619,89-786-8745,15
JCD-49823,CZC-6619,69-549-1991,10
NAT-21446,CZC-9248,88-355-3132,18
KZR-40884,CZW-2874,50-920-4517,6
KZR-40884,CZW-2874,50-522-1351,19
HNB-99780,CZW-3555,55-853-1910,6
MOD-39400,DAA-5740,57-319-8186,18
MOD-39400,DAA-5740,92-442-8004,17
IUP-92858,DAA-8457,84-172-2801,14
IUP-92858,DAA-8457,87-749-5656,16
LGB-46086,DAH-0916,79-227-3000,1
LGB-46086,DAH-0916,95-279-3687,18
LGB-46086,DAH-0916,93-813-6806,1
PWC-77972,DAH-3909,13-149-4278,3
PWC-77972,DAH-3909,00-508-2360,16
YUU-44827,DAV-8597,58-573-0727,11
YUU-44827,DAV-8597,32-456-1132,10
NCN-86554,DBA-4018,42-904-6239,14
NCN-86554,DBA-4018,99-936-6420,19
JCK-00958,DBA-7480,93-958-3604,2
JCK-00958,DBA-7480,52-652-1679,16
VYN-36891,DBL-0030,87-786-1343,15
VYN-36891,DBL-0030,80-340-6353,8
VYN-36891,DBL-0030,65-104-9448,15
KIA-16861,DBS-4400,61-407-3398,8
GZM-55936,DBS-8982,87-545-0611,19
GZM-55936,DBS-8982,99-936-3695,6
GZM-55936,DBS-8982,08-552-8854,17
QDJ-65351,DBZ-7303,73-319-7506,19
LIZ-77971,DBZ-8759,60-281-7911,5
LIZ-77971,DBZ-8759,87-117-1194,5
LIZ-77971,DBZ-8759,48-499-9808,16
IYD-73813,DCU-7039,01-876-4818,12
IYD-73813,DCU-7039,78-536-7564,15
IYD-73813,DCU-7039,64-658-6676,6
MUJ-38537,DCU-7742,01-183-0131,1
MUJ-38537,DCU-7742,96-997-6114,19
DXG-80979,DED-2131,65-179-4512,2
DXG-80979,DED-2131,47-497-9298,20
FIA-58646,DED-5347,62-568-9444,19
FIA-58646,DED-5347,03-897-1579,13
LII-77388,DEL-0574,13-161-9322,14
LII-77388,DEL-0574,15-497-2484,19
PZJ-80163,DEL-4704,91-657-6963,12
PZJ-80163,DEL-4704,04-338-7178,18
ZAX-99759,DGU-5767,47-386-6141,17
ZAX-99759,DGU-5767,46-762-1189,17
CBF-75520,DGZ-1937,40-677-5221,19
CBF-75520,DGZ-1937,42-967-9840,6
COO-27600,DGZ-4778,74-877-3959,6
ZSF-85245,DHS-4040,25-250-5027,10
ZSF-85245,DHS-4040,41-354-6239,3
HTI-35044,DHT-5479,01-700-9655,1
HTI-35044,DHT-5479,56-326-8246,1
HTI-35044,DHT-5479,33-939-1022,17
LII-77388,DHT-6549,78-345-5609,18
LII-77388,DHT-6549,12-798-3996,16
ZGW-67128,DIC-6307,99-674-7142,18
ZGW-67128,DIC-6307,43-429-3442,19
RDA-29217,DIC-8730,97-113-5105,13
RDA-29217,DIC-8730,01-505-2486,12
RDA-29217,DIC-8730,76-582-3329,18
FTW-91813,DIG-1827,01-587-5587,8
FTW-91813,DIG-1827,12-798-3996,10
INC-21330,DIG-8805,57-065-3565,18
AEA-09221,DIJ-6983,08-566-1525,16
AEA-09221,DIJ-6983,65-720-5521,19
ADR-99282,DIJ-8816,31-072-9542,14
ADR-99282,DIJ-8816,67-831-6440,14
ADR-99282,DIJ-8816,14-463-4219,13
DWS-45315,DJU-2119,74-582-6180,8
DWS-45315,DJU-2119,32-005-2173,8
FHM-91166,DJU-7809,98-365-0401,11
BLJ-90345,DKO-3477,83-298-2273,19
BLJ-90345,DKO-3477,13-828-2431,3
BLJ-90345,DKO-3477,09-112-5557,20
BYH-56417,DKO-5953,43-786-6628,6
EJM-74328,DLB-4359,47-937-5077,15
EJM-74328,DLB-4359,48-209-8487,12
DAP-69878,DLB-9544,08-304-2729,18
DAP-69878,DLB-9544,47-022-1161,7
KPP-31429,DLK-1814,96-634-6146,9
KPP-31429,DLK-1814,18-219-3186,14
KPP-31429,DLK-1814,82-600-5466,20
RZR-36426,DLK-3445,23-394-0254,15
RZR-36426,DLK-3445,38-238-1262,8
RZR-36426,DLK-3445,70-450-0302,17
PEF-11019,DLK-8525,66-029-0862,7
PEF-11019,DLK-8525,07-744-2030,14
RZR-36426,DMO-4755,01-738-9237,12
MQN-93376,DMO-7938,05-970-5318,11
MQN-93376,DMO-7938,94-931-6133,11
MQN-93376,DMO-7938,48-431-6471,2
VQR-70460,DNO-3942,37-353-0051,12
VQR-70460,DNO-3942,61-495-5000,9
VQR-70460,DNO-3942,99-994-3943,9
FHC-82833,DOC-0894,31-597-8346,8
FHC-82833,DOC-0894,42-163-9551,9
HBP-39672,DOC-5176,35-357-1938,2
KNI-94352,DOF-5194,87-108-0100,8
HCW-37454,DOF-6311,57-319-8186,1
HCW-37454,DOF-6311,23-877-6958,7
HCW-37454,DOF-6311,00-046-2275,9
HFC-91910,DOX-1375,12-729-6247,15
FHR-67531,DOX-3535,50-160-7143,13
UKT-78314,DPO-6365,21-390-3483,14
UKT-78314,DPO-6365,81-749-0459,14
UKT-78314,DPO-6365,90-593-0896,4
BMV-68778,DPY-2390,31-206-7727,1
BMV-68778,DPY-2390,32-896-6710,14
CAX-18205,DPY-4843,72-615-3589,17
GQD-64084,DQF-1493,07-347-7622,12
FCZ-42180,DQF-4586,72-814-2488,5
FCZ-42180,DQF-4586,41-021-1135,17
FCZ-42180,DQF-4586,11-922-1006,7
ELY-26529,DQL-4231,12-973-7202,11
ELY-26529,DQL-4231,28-848-5368,19
DFS-61126,DQL-5431,27-924-4109,14
DFS-61126,DQL-5431,62-169-5477,15
JVH-89975,DQP-0847,04-206-5642,7
JVH-89975,DQP-0847,61-007-6823,18
NWH-68847,DQP-4832,07-246-2534,20
NWH-68847,DQP-4832,61-804-5522,18
EOC-37292,DQZ-1022,40-517-6750,17
DIG-60917,DQZ-8757,25-432-1704,12
DIG-60917,DQZ-8757,20-220-6206,5
DIG-60917,DQZ-8757,98-365-0401,19
AEZ-15238,DUN-4052,94-772-7241,8
AEZ-15238,DUN-4052,80-221-1012,2
AFJ-00690,DUN-9295,15-360-8711,18
AFJ-00690,DUN-9295,78-451-5318,6
WZY-70963,DVM-5666,63-772-7529,13
WZY-70963,DVM-5666,92-244-9042,17
WZY-70963,DVM-5666,71-351-9744,15
QKP-52017,DVR-2436,73-746-2303,3
QKP-52017,DVR-2436,90-967-1463,9
QKP-52017,DVR-2436,84-506-7216,20
YFL-42376,DVR-7186,74-438-6408,19
RCY-97051,DVU-4353,51-864-7785,13
MAD-00375,DVU-7848,18-584-8160,17
MAD-00375,DVU-7848,51-783-5050,11
MAD-00375,DVU-7848,94-291-1218,18
MSW-94424,DVX-3486,00-039-6452,6
MSW-94424,DVX-3486,70-283-5983,11
MSW-94424,DVX-3486,29-768-5296,7
SEP-98075,DVX-7387,42-665-9904,15
CPF-34515,DXM-0633,10-395-8862,18
CPF-34515,DXM-0633,29-537-1258,17
CPF-34515,DXM-0633,87-108-0100,18
DUB-02729,DXM-8024,34-100-2931,3
DUB-02729,DXM-8024,34-273-3640,3
RBZ-83975,DZK-1548,85-589-9448,6
RBZ-83975,DZK-1548,19-236-1344,8
ZEC-71597,DZK-4540,10-681-6417,2
GPA-18973,EAF-6639,44-532-6617,4
GPA-18973,EAF-6639,29-096-2247,1
FCR-48167,EAF-7597,35-357-1938,10
FCR-48167,EAF-7597,35-721-9502,2
FCR-48167,EAF-7597,87-867-8409,12
WJB-51886,EAV-2624,52-481-2252,16
WJB-51886,EAV-2624,24-323-4869,6
PIH-41492,EAV-5405,26-405-1029,3
PIH-41492,EAV-5405,99-653-8059,1
PIH-41492,EAV-5405,43-989-0653,2
AHN-01521,EBG-2274,20-323-4061,14
AHN-01521,EBG-2274,68-807-7702,1
AHN-01521,EBG-2274,96-608-9778,1
ANE-25345,EBG-5393,33-671-5520,9
SNG-02319,ECP-3196,61-071-9604,3
SNG-02319,ECP-3196,22-839-5661,6
SNG-02319,ECP-3196,92-244-9042,4
RJO-74023,ECT-3313,96-898-6534,11
RJO-74023,ECT-3313,17-941-7899,7
FLF-90589,ECT-3478,64-569-9253,16
FLF-90589,ECT-3478,65-211-7033,17
HNB-99780,ECT-6016,87-117-1194,10
ZSK-47154,ECT-9836,03-417-9339,17
JWP-50932,ECW-2218,29-609-8516,17
JWP-50932,ECW-2218,40-767-1323,9
GOC-19908,ECW-2244,60-472-4555,14
GOC-19908,ECW-2244,88-478-2068,16
GOC-19908,ECW-2244,60-583-8689,2
SQK-49181,ECZ-4090,83-757-0080,14
SQK-49181,ECZ-4090,88-355-3132,13
SQK-49181,ECZ-4090,41-256-4497,13
POA-90163,EEL-3044,32-343-2762,14
KWB-69863,EEL-7605,05-478-5152,20
KWB-69863,EEL-7605,57-197-5829,6
RFQ-28525,EET-4963,83-109-5614,20
